Country Code,Year,ENI,POP,URB,AFL,TI,TS,CTS,KAOPEN
AND,1987,,103.095744680851,95.178,,,,,
AND,1988,,107.306382978723,95.027,,,,,
AND,1989,,111.591489361702,94.872,,,,,
AND,1990,,115.97659574468099,94.712,,,,,
AND,1991,,120.576595744681,94.53,,,,,
AND,1992,,125.29361702127702,94.324,,,,,
AND,1993,,129.72553191489402,94.111,,,,,
AND,1994,,133.35531914893602,93.89,,,,,
AND,1995,,135.851063829787,93.661,,,,,
AND,1996,,136.936170212766,93.425,,,,,
AND,1997,,136.865957446809,93.18,,,,,
AND,1998,,136.472340425532,92.927,,,,,
AND,1999,,136.957446808511,92.666,,,,,
AND,2000,,139.127659574468,92.395,,,,,
AND,2001,,143.278723404255,92.056,,,,,
AND,2002,,149.040425531915,91.641,,,,,
AND,2003,,155.70638297872298,91.207,,,,,
AND,2004,,162.221276595745,90.751,,,,,
AND,2005,,167.80212765957398,90.285,,,,,
AND,2006,,172.325531914894,89.807,,,,,
AND,2007,,175.92340425531899,89.30799999999998,,,,,
AND,2008,,178.429787234043,89.00399999999998,,,,,
AND,2009,,179.708510638298,88.912,,,,,
AND,2010,,179.67872340425495,88.819,,,,,
AND,2011,,178.185106382979,88.726,,,,,
AND,2012,,175.37659574468103,88.631,,,,,
AND,2013,,171.859574468085,88.537,,,,,
AND,2014,,168.53829787234,88.441,,,,,
AND,2015,,165.98085106383004,88.345,,,,,
AND,2016,,164.46170212766,88.24799999999998,,3.8811338085566067,,,
AND,2017,,163.831914893617,88.15,,7.792106596018233,,,
AND,2018,,163.842553191489,88.06200000000003,,14.2846011999065,,,
AND,2019,,,87.984,,,,,
ARE,1980,,14.3552379611377,80.71,,,,,2.333585023880005
ARE,1981,,15.4408617290904,80.683,,,,,2.333585023880005
ARE,1982,,16.401098282174,80.46600000000002,,,,,2.333585023880005
ARE,1983,,17.2973669388905,80.247,,,,,2.333585023880005
ARE,1984,,18.2198113207547,80.02600000000002,,,,,2.333585023880005
ARE,1985,,19.2363277949873,79.804,,,,,2.333585023880005
ARE,1986,,20.365812447198,79.624,,,,,2.333585023880005
ARE,1987,,21.593016051816395,79.482,,,,,2.333585023880005
ARE,1988,,22.9099690228105,79.339,,,,,2.333585023880005
ARE,1989,,24.298521543227306,79.196,,,,,2.333585023880005
ARE,1990,0.10022275780440462,25.745311179949304,79.051,111454.36044583,,,,2.333585023880005
ARE,1991,0.11427432435098747,27.2761616446072,78.906,106103.88129292801,,,,2.333585023880005
ARE,1992,0.10525142572870934,28.905815263306106,78.76,103470.97497898,,,,2.333585023880005
ARE,1993,0.10931784755142326,30.5989721205294,78.61399999999998,98978.2924287643,,,,2.333585023880005
ARE,1994,0.11331310855638664,32.3061813573641,78.467,100212.8068054,,,,2.333585023880005
ARE,1995,0.11285882348570833,34.005773021684,78.319,101571.37061150801,,,,2.333585023880005
ARE,1996,0.11262714500779349,35.752266967051504,78.493,102211.43757057199,,,,2.333585023880005
ARE,1997,0.10996733051549071,37.6142213460997,78.938,105108.956918658,,,,2.333585023880005
ARE,1998,0.1121269830787558,39.611574204449504,79.378,100100.43565772,,,,2.333585023880005
ARE,1999,0.11126538654482658,41.7633624331174,79.81,97698.37269972132,,,,2.333585023880005
ARE,2000,0.0981310990372714,44.129287524640894,80.236,102494.87814092699,,,,2.333585023880005
ARE,2001,0.12342550504521806,46.5040692762602,80.655,98621.6259696546,,0.8986457992894235,0.981712390852886,2.333585023880005
ARE,2002,0.11951417215010647,48.98306110954661,81.067,95908.9248008444,,0.9307165881477844,1.1081538207635433,2.333585023880005
ARE,2003,0.10807124502576114,52.2660095747677,81.472,97795.00085849321,,1.0230016949078315,1.3117826378315125,2.333585023880005
ARE,2004,0.10522738006064737,57.2876654463531,81.87100000000002,97758.0233454776,,1.166226125238307,1.6759817092133134,2.333585023880005
ARE,2005,0.1066978935908932,64.60468882005071,82.262,90894.839378841,,1.1955287164225412,1.8898345773120286,2.333585023880005
ARE,2006,0.10085279136428903,74.62931568572229,82.648,86425.8646063394,,1.1947066957778576,2.0474968217705904,2.333585023880005
ARE,2007,0.10608067137338321,86.8605744860603,83.023,76620.414429431,,1.367981528657716,2.6960746421520985,2.333585023880005
ARE,2008,0.12161838776830253,99.8238101943115,83.387,68798.4085604423,,1.485135440257226,3.3953841266817864,2.333585023880005
ARE,2009,0.12972005416958146,111.480878625739,83.742,58374.5858440028,,1.5346194435837321,3.657967273069524,2.333585023880005
ARE,2010,0.13137249085302646,120.388453956632,84.087,54921.839813670704,,1.4387753184420138,3.1083611915638225,2.333585023880005
ARE,2011,0.12812764899859333,125.975457617573,84.42299999999999,56123.486157018204,15.100409901800392,1.516659535758462,3.5457726534154195,2.333585023880005
ARE,2012,0.13035547867011293,128.718614474796,84.749,57390.7130793677,14.778601023278647,1.6424934796072346,4.353335204853543,2.333585023880005
ARE,2013,0.12691287579323052,129.51154604336799,85.066,59921.7348033071,15.503521995757731,1.6527595329001077,4.466784876392657,2.333585023880005
ARE,2014,0.12261244787667458,129.740566037736,85.375,62378.6574391489,15.975385750759022,1.6849230777543833,4.680387855464946,2.333585023880005
ARE,2015,,130.426640382991,85.67399999999998,65218.7922731195,18.924958706236705,1.7522130756790903,5.003449756906776,2.333585023880005
ARE,2016,,131.807659814137,85.965,66510.8674624507,16.81447882593489,1.7674764804217076,5.089246404382388,2.333585023880005
ARE,2017,,133.584947901999,86.24799999999998,67183.6265568253,18.97292595088352,1.7500435043825575,4.841314138723805,2.333585023880005
ARE,2018,,135.609110109828,86.522,66968.2698548892,18.513213481648087,1.5972877354095723,3.917270975563172,2.333585023880005
ARE,2019,,,86.789,67119.1326374303,,1.6093609288459467,4.047549098678416,
